,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,id
9664,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22233,365243,0,1,0,NaN,2.0,-23.0,5484
9665,F,N,N,0,76500.0,Working,Higher education,Married,House / apartment,-23391,-1640,0,1,0,NaN,2.0,-51.0,5485
9666,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18463,-7048,0,0,0,Accountants,2.0,-54.0,719
9667,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17096,-9236,0,0,0,Drivers,1.0,-38.0,5486
9668,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-17438,-142,0,0,0,Sales staff,1.0,-22.0,5487
9669,M,Y,N,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10986,-3595,1,1,0,Laborers,2.0,-19.0,531
9670,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15857,-4633,0,0,0,Laborers,2.0,-15.0,5488
9671,F,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-17833,-620,0,1,0,Accountants,2.0,-12.0,5489
9672,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14295,-2083,1,1,0,Laborers,1.0,-36.0,3655
9673,F,N,N,0,63000.0,Commercial associate,Higher education,Married,House / apartment,-14770,-2004,0,0,0,Core staff,2.0,-1.0,3977
9674,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14425,-4568,1,1,0,Laborers,2.0,-28.0,3926
9675,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461,-2134,0,0,0,Sales staff,1.0,-50.0,5490
9676,M,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-20222,-218,0,0,0,Laborers,2.0,-47.0,5491
9677,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-23248,-8710,1,1,0,Laborers,2.0,-55.0,5492
9678,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23304,365243,0,0,0,NaN,2.0,-55.0,5493
9679,F,N,N,0,122400.0,Working,Secondary / secondary special,Married,House / apartment,-20952,-1155,1,0,1,Medicine staff,2.0,-16.0,3000
9680,M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13688,-3506,0,1,0,Laborers,2.0,-31.0,5494
9681,M,Y,Y,4,292500.0,Working,Secondary / secondary special,Married,House / apartment,-14150,-401,0,0,0,Laborers,6.0,-22.0,5495
9682,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15296,-4244,1,0,0,Drivers,3.0,-51.0,2299
9683,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16589,-1497,0,0,0,Core staff,2.0,-30.0,5200
9684,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805,-1922,0,0,0,Sales staff,3.0,-29.0,1703
9685,F,N,N,0,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17960,-1626,1,0,0,Cleaning staff,1.0,-17.0,2840
9686,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-21216,-3641,0,0,0,Managers,2.0,-25.0,1821
9687,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,-14661,-5521,0,0,0,NaN,2.0,-2.0,935
9688,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497,365243,0,0,0,NaN,1.0,-16.0,120
9689,M,Y,Y,1,247500.0,Working,Higher education,Married,House / apartment,-9425,-232,0,0,0,Sales staff,3.0,-13.0,1248
9690,F,Y,N,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22983,365243,0,0,0,NaN,2.0,-5.0,4177
9691,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17857,-229,1,0,0,NaN,2.0,-39.0,5496
9692,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15207,-2102,1,1,0,Drivers,3.0,-38.0,697
9693,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15323,-8290,1,0,0,Laborers,1.0,-35.0,4419
9694,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-16914,-1386,0,0,0,Sales staff,1.0,-25.0,1527
9695,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16971,-375,0,0,0,NaN,1.0,-22.0,1414
9696,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,0,0,0,Core staff,1.0,-6.0,2193
9697,M,N,N,0,166500.0,Working,Incomplete higher,Single / not married,Municipal apartment,-12923,-170,0,0,0,Cooking staff,1.0,-6.0,5497
9698,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12461,-678,0,0,0,Sales staff,2.0,-58.0,4692
9699,F,Y,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13173,-1083,1,0,0,Sales staff,3.0,-29.0,2385
9700,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13063,-1661,0,0,0,Cooking staff,2.0,-15.0,5498
9701,F,N,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-12017,-1711,0,1,0,Sales staff,2.0,-11.0,29
9702,M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20502,-4450,0,1,0,Drivers,2.0,-46.0,3157
9703,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,-17871,-959,0,0,0,Core staff,2.0,-49.0,1547
9704,M,N,N,0,189000.0,State servant,Secondary / secondary special,Married,House / apartment,-15752,-2770,0,0,0,Core staff,2.0,-28.0,2025
9705,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,-12786,-229,0,0,0,NaN,3.0,-48.0,5499
9706,F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-9862,-2988,1,1,0,Core staff,3.0,-45.0,5500
9707,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-20051,-7593,0,1,0,Private service staff,2.0,-8.0,448
9708,F,N,Y,0,180000.0,Pensioner,Higher education,Separated,House / apartment,-23789,365243,0,0,0,NaN,1.0,-10.0,5440
9709,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24780,365243,0,0,0,NaN,2.0,-35.0,1307
9710,F,N,N,2,135000.0,State servant,Incomplete higher,Married,With parents,-11637,-2285,1,1,0,Core staff,4.0,-29.0,5501
9711,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18293,-521,1,0,0,NaN,2.0,-39.0,388
9712,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20848,365243,0,0,0,NaN,2.0,-57.0,4672
9713,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-21502,-3122,0,0,0,Accountants,2.0,-51.0,4312
9714,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12555,-1858,0,0,0,Core staff,2.0,-47.0,461
9715,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,365243,0,0,0,NaN,2.0,-15.0,5060
9716,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17568,-650,0,0,1,Drivers,2.0,-45.0,2564
9717,M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17624,-686,1,1,0,Drivers,4.0,-37.0,1749
9718,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22442,365243,0,1,0,NaN,2.0,-14.0,4037
9719,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13770,-4369,0,0,0,Sales staff,3.0,-20.0,3646
9720,F,Y,N,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17864,-705,1,0,0,High skill tech staff,2.0,-31.0,1030
9721,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18629,365243,0,0,0,NaN,2.0,-45.0,5502
9722,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15213,-109,0,0,0,Laborers,3.0,-28.0,5503
9723,F,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23390,365243,0,0,0,NaN,2.0,-48.0,3716
9724,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,0,0,0,Laborers,2.0,-10.0,966
9725,F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-12496,-597,0,0,0,NaN,4.0,-12.0,371
9726,F,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-9850,-246,0,0,0,NaN,2.0,-13.0,3919
9727,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17473,-2631,0,0,0,Managers,1.0,-16.0,4018
9728,F,N,Y,2,225000.0,Working,Higher education,Married,House / apartment,-10029,-2705,0,0,0,NaN,4.0,-18.0,1690
9729,F,N,Y,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20459,-6930,0,0,0,High skill tech staff,2.0,-3.0,5504
9730,F,Y,Y,0,185400.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23584,365243,0,0,0,NaN,1.0,-25.0,1050
9731,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,-17274,-1348,0,1,0,Laborers,2.0,-59.0,4955
9732,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-8738,-126,1,0,0,Sales staff,2.0,-34.0,4466
9733,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13876,-6990,0,0,0,Laborers,3.0,-20.0,5505
9734,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22811,-2234,1,1,0,High skill tech staff,2.0,-40.0,109
9735,M,N,N,0,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,0,0,0,Laborers,2.0,-17.0,3750
9736,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,-15098,-1562,0,0,1,Managers,3.0,-23.0,5506
9737,F,Y,Y,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,-17136,-1266,0,0,0,Sales staff,3.0,-3.0,160
9738,F,Y,Y,0,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,-12337,-4239,0,0,0,Managers,1.0,-28.0,2906
9739,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21973,365243,0,0,0,NaN,1.0,0.0,1584
9740,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14347,-1738,0,0,0,Medicine staff,4.0,-34.0,5507
9741,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10152,-2585,1,0,0,Laborers,2.0,-48.0,3328
9742,F,N,Y,3,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-13841,-4425,0,1,0,NaN,4.0,-52.0,5123
9743,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10034,-1840,1,0,0,Medicine staff,4.0,-19.0,1578
9744,M,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16226,-1744,0,0,0,Laborers,3.0,-1.0,5508
9745,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9582,-747,0,0,0,Sales staff,3.0,-16.0,5509
9746,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14512,-2044,0,0,0,High skill tech staff,3.0,-30.0,5510
9747,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17571,-1508,1,0,0,Laborers,3.0,-39.0,4962
9748,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,0,Core staff,2.0,-30.0,4840
9749,F,N,Y,0,112500.0,Working,Higher education,Married,With parents,-9310,-825,0,0,0,Core staff,2.0,-5.0,5177
9750,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-14636,-4690,1,1,0,Laborers,2.0,-50.0,631
9751,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20341,-6853,0,0,0,Laborers,2.0,-51.0,5511
9752,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20950,365243,0,0,0,NaN,1.0,-13.0,5512
9753,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10448,-3392,1,1,1,Realty agents,3.0,-6.0,2721
9754,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10297,-735,0,1,0,NaN,4.0,-18.0,5513
9755,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,0,1,1,Security staff,2.0,-7.0,2701
9756,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15839,-1381,0,1,0,High skill tech staff,1.0,-26.0,1769
9757,M,Y,Y,0,382500.0,Working,Higher education,Married,House / apartment,-10446,-2420,0,0,0,Laborers,2.0,-13.0,1893
9758,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11963,-3742,0,0,1,Managers,2.0,-32.0,5514
9759,M,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17995,-4034,0,0,0,Managers,2.0,-19.0,1416
9760,F,Y,N,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-16872,-1656,0,0,0,Core staff,1.0,-16.0,2099
9761,F,N,N,1,76500.0,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,0,0,Accountants,3.0,-50.0,3540
9762,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23627,365243,0,0,0,NaN,2.0,-42.0,5515
9763,F,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,-19841,-4428,1,1,0,Managers,2.0,-4.0,5516
9764,M,Y,Y,1,360000.0,Commercial associate,Higher education,Married,House / apartment,-16537,-410,0,1,1,Laborers,3.0,-37.0,127
9765,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-18934,-1539,0,0,1,Accountants,1.0,-41.0,2528
9766,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14305,-3846,0,0,0,Sales staff,3.0,-35.0,5517
9767,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10321,-2808,0,0,0,NaN,3.0,-54.0,5518
9768,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24306,365243,0,1,0,NaN,2.0,-44.0,5519
9769,F,N,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10559,-429,1,1,0,Drivers,2.0,-12.0,132
9770,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21973,365243,0,0,0,NaN,1.0,-9.0,1584
9771,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-2146,0,0,0,Security staff,2.0,-19.0,5520
9772,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-17991,-683,0,0,0,Sales staff,2.0,-57.0,4380
9773,F,N,Y,0,333000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22218,365243,0,0,0,NaN,1.0,-19.0,3246
9774,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,0,0,0,NaN,1.0,-16.0,643
9775,F,N,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11238,-2582,0,1,0,Core staff,3.0,-6.0,5521
9776,M,Y,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-10054,-598,0,1,0,Managers,2.0,-11.0,5522
9777,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,0,Drivers,3.0,-57.0,753
9778,M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10594,-2116,0,0,1,Security staff,1.0,-44.0,5523
9779,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20024,365243,0,0,0,NaN,1.0,-23.0,3781
9780,M,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10324,-513,1,1,0,Laborers,2.0,-4.0,876
9781,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20977,365243,0,1,0,NaN,2.0,-52.0,5524
9782,M,N,Y,2,675000.0,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,0,1,0,Drivers,4.0,-45.0,1965
9783,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20038,365243,0,0,0,NaN,2.0,-19.0,5525
9784,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,0,0,0,Laborers,2.0,-6.0,1460
9785,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15124,-431,0,0,0,Core staff,2.0,-6.0,4496
9786,F,N,Y,2,126000.0,Working,Higher education,Married,House / apartment,-12428,-4900,0,1,1,High skill tech staff,4.0,-24.0,5526
9787,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13016,-2324,1,1,0,NaN,2.0,-57.0,4249
9788,F,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22849,365243,0,0,0,NaN,2.0,-33.0,5527
9789,M,Y,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-20816,-484,0,0,0,Laborers,2.0,-33.0,2512
9790,F,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14883,-1010,0,0,0,Sales staff,3.0,-18.0,4742
9791,F,N,N,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-20600,-198,0,0,0,Laborers,2.0,-20.0,5528
9792,F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10177,-2339,0,1,0,NaN,2.0,-56.0,675
9793,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9885,-2072,0,0,1,Sales staff,3.0,0.0,1972
9794,M,N,N,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-13040,-1223,1,0,0,Core staff,3.0,-44.0,4863
9795,M,Y,Y,1,157500.0,State servant,Higher education,Married,House / apartment,-11609,-2495,0,0,0,NaN,3.0,-50.0,433
9796,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24302,365243,0,0,0,NaN,2.0,-7.0,4765
9797,M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,0,0,1,NaN,5.0,-22.0,287
9798,M,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-11944,-2262,0,0,0,Laborers,2.0,-36.0,5529
9799,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,-16641,-9988,1,1,0,Sales staff,2.0,-16.0,121
9800,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11964,-4280,0,0,0,Laborers,4.0,-24.0,3461
9801,F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,With parents,-11978,-2780,0,1,0,Sales staff,2.0,-44.0,1818
9802,M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15203,-2068,1,0,0,Laborers,1.0,-40.0,5191
9803,F,N,N,0,135000.0,State servant,Higher education,Married,House / apartment,-18197,-4418,1,0,0,Accountants,2.0,-18.0,4867
9804,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-12522,-613,1,0,0,Laborers,1.0,-7.0,2095
9805,F,N,Y,0,193500.0,State servant,Higher education,Married,House / apartment,-11124,-1159,0,0,0,Core staff,2.0,-11.0,612
9806,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14116,-2269,0,0,0,Medicine staff,2.0,-10.0,1571
9807,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,-13283,-1324,0,0,0,Accountants,4.0,-58.0,5530
9808,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21135,365243,0,0,0,NaN,1.0,-52.0,5168
9809,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-18391,-2331,0,0,0,NaN,2.0,-39.0,4759
9810,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549,-1160,1,0,0,NaN,2.0,-23.0,2707
9811,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18879,-2025,0,0,0,Managers,2.0,-39.0,5531
